on_time_flag,detention_minutes,weight_lbs,typical_distance_miles,base_rate_per_mile,years_experience,revenue,actual_duration_hours,typical_transit_days
False,192,12632,557,1.95,10.0,1060.19,11.3,1
True,135,13639,2332,2.12,13.0,4225.43,44.5,4
False,94,12988,1130,1.81,12.0,2213.37,20.9,1
False,149,33641,476,2.06,13.0,1088.6,7.5,1
False,146,28482,804,1.63,25.0,1188.39,13.3,1
False,0,18151,2108,2.45,20.0,4727.34,40.2,3
False,0,39531,2332,2.69,9.0,5983.67,46.2,4
True,88,44658,1840,1.85,20.0,3449.13,36.6,3
True,61,40460,697,2.08,19.0,1665.1,13.8,1
False,18,13494,2332,2.69,15.0,5547.1,38.1,4
False,171,35579,1840,1.85,19.0,3283.62,37.5,3
False,17,17678,2332,2.69,21.0,6338.65,38.3,4
True,14,18303,1271,2.02,15.0,2611.02,20.3,2
True,71,27019,670,2.07,14.0,1521.27,12.9,1
False,59,29360,1271,2.33,18.0,3086.41,25.0,2
True,154,41453,2561,1.52,8.0,3487.08,51.9,4
False,163,34522,1204,2.14,7.0,2223.41,21.4,2
True,143,32563,557,1.95,20.0,1167.84,11.6,1
False,22,12868,167,2.42,22.0,399.16,2.8,1
False,11,32123,1840,1.85,13.0,3309.39,30.9,3
True,99,29292,2561,1.52,10.0,4058.03,46.9,4
True,122,10350,762,2.62,15.0,2295.89,13.7,1
False,84,27753,519,2.27,2.0,1321.1,8.6,1
False,70,26245,1271,2.33,21.0,2549.1,25.3,2
False,122,19584,804,1.63,12.0,1430.69,14.4,1
False,153,17277,640,2.19,21.0,1505.18,11.8,1
False,216,21613,777,2.35,3.0,2069.71,14.7,1
True,117,22808,673,1.7,21.0,1228.69,12.6,1
False,44,44607,476,2.06,18.0,911.47,8.5,1
True,133,27377,673,1.7,20.0,980.47,13.4,1
False,0,14133,3141,1.65,25.0,5296.61,50.5,5
False,130,43755,2003,2.55,6.0,5716.16,33.1,3
False,144,19177,1229,1.69,20.0,1949.43,26.0,2
False,0,27681,1576,2.54,23.0,4208.65,27.6,2
True,149,31226,1984,1.72,18.0,3591.28,33.0,3
False,109,14179,2627,2.69,11.0,7810.85,43.3,4
True,88,13149,777,2.35,7.0,1919.73,13.2,1
False,195,29021,1271,2.33,23.0,2893.5,25.3,2
True,49,34967,2269,2.74,4.0,6077.46,42.1,3
False,58,43524,2003,2.55,15.0,4529.4,32.7,3
True,9,23084,1559,1.55,6.0,2488.76,29.0,2
False,1,39938,2003,2.55,20.0,5208.42,37.7,3
False,0,26972,1557,2.01,20.0,3272.32,27.1,2
True,32,43888,697,2.08,5.0,1494.09,11.9,1
True,72,10546,2269,2.74,21.0,6632.58,43.1,3
False,192,37526,476,2.06,14.0,1032.45,8.6,1
False,211,21764,2259,1.99,23.0,4450.97,35.8,3
False,113,12755,2172,1.89,2.0,4291.42,41.5,3
True,41,42617,2729,2.5,3.0,6525.83,47.1,4
False,236,31877,1216,2.75,21.0,3002.41,20.8,2
True,194,19431,519,2.27,2.0,1159.43,9.8,1
False,237,36984,1175,2.48,23.0,3185.84,21.2,2
False,198,13691,673,1.7,21.0,1097.66,11.5,1
False,169,31562,557,1.95,11.0,1020.04,10.9,1
False,153,15174,712,1.94,14.0,1303.13,13.9,1
False,44,44682,547,1.69,18.0,875.55,11.1,1
False,10,41441,3141,1.65,11.0,4851.97,52.5,5
True,61,42830,2017,1.84,18.0,3601.95,32.9,3
True,221,29176,1840,1.85,23.0,3377.11,35.7,3
True,182,17337,2623,2.47,2.0,5510.23,42.7,4
True,62,17428,597,2.33,2.0,1236.01,9.7,1
True,234,27649,673,1.7,7.0,1282.49,12.7,1
False,187,25811,2108,2.45,25.0,5790.36,34.1,3
False,0,34886,547,1.69,11.0,937.52,10.4,1
False,69,20068,1216,2.75,20.0,3825.03,23.0,2
True,0,35709,762,2.62,23.0,2058.51,14.7,1
False,213,22383,1044,2.08,7.0,2042.68,17.5,1
True,83,14999,1984,1.72,11.0,3056.13,36.7,3
False,40,42600,777,2.35,4.0,1631.29,14.7,1
False,0,23221,3141,1.65,20.0,5810.21,51.6,5
True,142,44348,1276,2.33,3.0,3199.31,19.3,2
True,0,32038,3141,1.65,2.0,4869.38,62.8,5
True,217,33168,1749,2.41,11.0,4830.03,31.3,3
False,231,10627,1044,2.08,5.0,2035.12,19.4,1
True,206,12240,2729,2.5,25.0,6143.59,46.3,4
False,177,43756,2623,2.47,11.0,6615.47,55.4,4
True,155,19822,2623,2.39,15.0,7119.37,44.0,4
True,29,15738,2259,1.99,19.0,4235.57,44.4,3
False,208,27735,1271,2.02,21.0,2800.36,22.6,2
True,238,44016,2332,2.69,23.0,6289.48,41.7,4
True,175,14834,2623,2.47,3.0,6071.45,51.3,4
False,0,30321,804,1.63,20.0,1177.9,13.2,1
True,190,11345,2729,2.5,19.0,7706.36,53.5,4
False,79,30307,2108,2.45,22.0,5188.22,41.6,3
True,132,23151,1429,2.51,10.0,4026.98,24.0,2
False,118,30735,1749,2.38,15.0,3909.86,32.1,3
True,206,22608,1984,1.72,11.0,3843.69,32.2,3
False,84,44480,476,2.06,5.0,954.44,7.8,1
False,29,28257,1576,2.54,18.0,3927.7,25.0,2
True,27,16753,262,2.63,4.0,788.02,4.8,1
False,167,15430,1276,2.33,20.0,2630.93,21.3,2
False,41,39052,1718,2.47,23.0,4459.53,27.7,2
True,130,13370,1044,2.08,21.0,1881.97,17.9,1
False,174,14340,1429,2.51,15.0,3717.74,26.1,2
False,144,22293,670,2.07,5.0,1198.09,12.8,1
False,97,15102,921,2.45,11.0,2364.19,18.4,1
False,0,13846,3141,1.65,7.0,5255.03,49.8,5
False,7,18700,1557,2.01,4.0,3272.74,26.8,2
True,235,11816,597,2.33,22.0,1493.66,12.1,1
False,169,14174,720,2.62,15.0,2125.82,15.1,1
False,225,20416,1749,2.41,25.0,4560.32,30.1,3
False,232,33807,878,1.95,17.0,1834.56,14.0,1
True,183,18051,167,2.42,11.0,429.39,3.5,1
False,150,30955,1175,2.48,25.0,2529.45,19.6,2
True,233,24632,1311,2.71,10.0,3685.58,22.3,2
True,209,43414,1429,2.51,22.0,3901.66,23.0,2
False,17,43675,1559,1.55,23.0,2311.79,27.1,2
True,228,10351,1216,2.75,21.0,3236.6,20.0,2
True,221,36295,2729,2.5,4.0,6189.69,43.5,4
True,128,10987,519,2.27,23.0,1041.78,9.1,1
False,0,15762,697,2.08,15.0,1540.68,13.7,1
False,39,10987,762,2.62,25.0,2275.09,15.3,1
False,63,24144,2627,2.69,20.0,7135.96,52.4,4
False,198,28378,262,2.63,14.0,677.32,4.5,1
False,193,12698,519,2.27,18.0,1087.77,9.5,1
True,230,24529,2172,1.77,5.0,4241.42,41.4,3
True,94,32383,878,1.95,4.0,1787.56,15.5,1
False,145,38478,92,2.79,3.0,275.6,1.7,1
True,23,32551,2623,2.47,19.0,6237.5,50.2,4
False,65,22837,2172,1.77,23.0,4221.2,41.2,3
False,144,29958,1311,2.71,6.0,3201.33,28.3,2
True,190,36521,2108,2.45,4.0,5903.04,34.9,3
True,218,13024,2172,1.89,12.0,4398.4,37.6,3
True,56,40285,921,2.45,13.0,2308.15,17.4,1
False,27,11842,1749,2.38,6.0,3873.5,33.5,3
False,184,11840,673,1.7,9.0,1247.62,12.2,1
False,214,34378,675,2.13,12.0,1435.85,11.2,1
False,39,27258,2147,2.48,20.0,5726.52,40.2,3
False,166,40988,2269,2.74,23.0,6614.98,43.4,3
False,107,32511,2172,1.77,6.0,4320.05,41.6,3
False,55,37296,1130,1.81,14.0,2007.61,17.4,1
False,227,27988,2172,1.89,6.0,4622.43,42.7,3
False,0,14860,2172,1.77,9.0,4257.86,35.2,3
False,35,39567,1175,2.48,24.0,2905.73,21.6,2
True,123,30254,1984,1.72,23.0,3204.18,31.4,3
True,214,18555,673,1.7,5.0,1172.63,11.9,1
False,163,27647,673,1.7,23.0,1106.25,13.1,1
False,86,33981,670,2.07,6.0,1329.98,10.7,1
True,220,39903,1576,2.54,4.0,4178.78,28.4,2
False,229,24870,2172,1.89,21.0,3506.65,44.6,3
True,184,29569,1749,2.41,23.0,4394.06,28.0,3
False,11,14733,3141,1.65,3.0,4567.34,62.8,5
True,83,41517,1557,2.01,7.0,3527.93,29.0,2
True,121,32964,670,2.07,2.0,1304.8,12.2,1
False,28,12191,1271,2.02,5.0,2786.7,25.3,2
False,132,17223,1311,2.71,12.0,3735.14,21.9,2
False,36,43321,1984,1.72,12.0,3304.05,30.8,3
True,21,35107,1559,1.55,16.0,2623.03,25.0,2
True,0,12706,92,1.61,15.0,150.98,1.5,1
False,85,42598,1576,2.54,20.0,3496.11,27.1,2
False,224,36129,1204,2.14,11.0,2220.53,24.3,2
True,175,30343,777,2.35,9.0,1758.79,15.0,1
False,95,18306,2172,1.89,21.0,4195.95,37.1,3
True,224,23014,2627,2.69,15.0,6822.06,49.5,4
True,128,29673,1429,2.51,24.0,3893.72,25.0,2
False,236,11316,720,2.62,19.0,1960.54,11.8,1
False,7,21376,92,1.61,17.0,150.91,1.5,1
False,71,19005,1718,2.47,5.0,4543.34,33.2,2
False,2,14000,1229,1.69,14.0,2299.95,24.4,2
True,31,23743,2332,2.12,6.0,4232.88,43.7,4
False,76,34849,167,2.42,23.0,356.23,2.9,1
False,203,10139,1576,2.54,23.0,4085.22,31.8,2
True,0,18257,697,2.08,14.0,1232.91,12.3,1
False,210,20844,1271,2.33,18.0,3112.15,23.2,2
True,61,44833,2147,2.48,10.0,4700.09,35.4,3
False,159,38617,2017,1.84,12.0,3537.21,34.6,3
True,91,27070,777,2.35,23.0,1978.76,13.7,1
True,210,10374,1229,1.69,6.0,2049.34,19.5,2
False,81,24211,476,2.06,20.0,1075.32,9.1,1
True,14,40320,1557,2.01,24.0,3085.35,31.9,2
True,29,24526,677,1.7,6.0,1151.58,10.6,1
True,133,35720,1204,2.14,23.0,2613.45,20.7,2
False,102,30937,1749,2.41,12.0,4385.02,34.7,3
True,79,10755,1718,2.47,23.0,4242.53,29.7,2
True,38,39127,777,2.35,13.0,2047.49,13.5,1
False,21,24905,1311,2.71,20.0,3317.88,25.6,2
True,167,14474,476,2.06,11.0,1127.14,9.4,1
True,25,37516,673,1.7,21.0,1278.01,11.8,1
True,33,36660,777,2.35,3.0,1795.61,12.8,1
False,77,13567,2623,2.47,6.0,6644.51,49.5,4
False,3,12408,2269,2.74,4.0,6100.81,41.0,3
False,0,21819,1271,2.33,12.0,2632.34,21.7,2
False,176,13213,262,2.63,2.0,711.26,5.0,1
True,0,43928,1130,1.81,20.0,1911.1,22.7,1
False,219,15422,2259,1.99,2.0,4207.85,43.4,3
False,0,41613,1311,2.71,19.0,3651.52,24.0,2
False,198,38966,675,2.13,12.0,1353.76,12.9,1
True,49,42753,1271,2.02,11.0,2560.63,23.3,2
False,121,23522,1311,2.71,19.0,3122.71,23.5,2
True,170,28707,547,1.69,3.0,862.63,11.7,1
True,117,20014,804,1.63,20.0,1216.28,16.5,1
False,106,38117,2147,2.48,17.0,5623.01,42.2,3
False,121,33248,2017,1.84,23.0,4126.62,39.0,3
True,178,25302,720,2.62,23.0,1684.03,14.9,1
False,217,41764,1559,1.55,4.0,2150.16,25.7,2
False,180,36054,1044,2.08,19.0,2393.88,18.4,1
False,0,24625,720,2.62,23.0,1954.6,13.6,1
True,212,22035,92,2.79,4.0,249.62,1.6,1
False,144,30251,2623,2.39,2.0,6462.62,50.5,4
False,202,43559,1749,2.38,2.0,4726.21,34.7,3
False,140,42131,1229,1.69,12.0,1972.47,22.6,2
True,62,25776,1271,2.02,5.0,2285.88,20.4,2
True,137,42958,2147,2.48,13.0,4652.51,36.3,3
True,136,30571,2269,2.74,11.0,5697.65,46.0,3
True,221,33390,1749,2.41,9.0,4562.99,28.5,3
False,68,25871,547,1.69,9.0,897.29,11.2,1
True,195,24421,92,2.79,4.0,262.63,1.6,1
True,173,13179,262,2.63,13.0,594.02,4.4,1
False,163,20359,921,2.45,21.0,2028.96,16.8,1
False,162,21147,1559,1.55,20.0,2257.37,27.5,2
False,200,26232,167,2.42,3.0,440.72,3.2,1
True,127,42277,1130,1.81,4.0,2060.66,22.8,1
False,74,39758,557,1.95,11.0,1059.71,11.1,1
False,127,25339,1840,1.85,7.0,3101.09,35.7,3
True,80,31384,1559,1.55,20.0,2472.48,28.4,2
False,20,34734,2627,2.69,19.0,6266.73,41.5,4
False,39,18018,3141,1.65,5.0,4733.22,57.9,5
False,235,22742,2017,1.84,3.0,3648.07,33.9,3
True,120,12239,557,1.95,3.0,1166.47,10.9,1
False,90,42137,2172,1.77,19.0,3614.18,36.5,3
True,153,20703,1429,2.51,4.0,3310.78,25.4,2
True,49,32568,597,2.33,23.0,1381.56,11.5,1
False,0,20963,2269,2.74,23.0,6344.47,40.9,3
False,45,14160,1557,2.01,19.0,2734.62,26.9,2
True,3,35359,2623,2.39,23.0,6905.96,42.6,4
False,129,44298,597,2.33,7.0,1468.54,11.0,1
False,19,23252,262,2.63,15.0,751.37,4.1,1
False,52,23910,1576,2.54,13.0,3465.61,30.2,2
False,43,10893,670,2.07,23.0,1556.59,13.1,1
True,48,40620,2729,2.5,18.0,7762.06,54.1,4
True,118,36798,2172,1.89,22.0,4090.97,40.3,3
True,175,21214,547,1.69,9.0,895.56,9.4,1
True,66,36986,804,1.63,5.0,1367.95,14.7,1
False,88,44107,1749,2.38,15.0,4069.07,33.6,3
False,46,14745,1216,2.75,11.0,3719.68,23.4,2
True,228,36137,2729,2.5,12.0,5809.83,51.7,4
False,37,24737,2729,2.5,21.0,7250.19,56.5,4
False,196,43609,804,1.63,8.0,1285.68,12.5,1
True,2,43316,1130,1.81,23.0,2006.18,21.0,1
False,108,34329,2729,2.5,3.0,6291.71,50.6,4
True,162,30589,1175,2.48,22.0,2938.22,21.5,2
False,139,12767,1984,1.72,11.0,2988.05,33.2,3
False,194,24284,2269,2.74,11.0,5350.95,43.6,3
False,168,22462,762,2.62,13.0,2281.67,15.1,1
False,119,26172,1130,1.81,21.0,2298.42,19.8,1
False,164,35041,1175,2.48,7.0,2921.39,23.2,2
False,195,41804,2172,1.89,5.0,4054.79,36.7,3
False,118,11748,2172,1.77,22.0,3669.29,37.3,3
True,224,25184,2147,2.48,23.0,5121.48,40.5,3
True,230,27637,2332,2.12,4.0,4516.92,44.5,4
True,214,32699,762,2.62,21.0,2052.89,14.3,1
False,182,34725,1718,2.47,13.0,3912.86,33.1,2
False,12,23152,476,2.06,17.0,1100.52,9.6,1
False,191,17070,777,2.35,17.0,1976.56,13.3,1
True,75,32811,921,2.45,20.0,1931.58,16.4,1
True,49,43150,2147,2.48,2.0,4649.63,35.7,3
False,127,14787,2147,2.48,13.0,5024.94,43.6,3
False,36,39068,2172,1.89,14.0,4602.49,45.6,3
False,29,10073,762,2.62,2.0,1753.57,12.8,1
True,6,44160,673,1.7,13.0,1280.9,13.7,1
False,114,17633,2332,2.69,2.0,5530.99,41.8,4
True,21,10552,675,2.13,10.0,1452.44,11.1,1
True,181,17227,2108,2.45,7.0,5254.2,35.7,3
False,135,26707,673,1.7,2.0,1289.35,11.3,1
True,173,27150,2627,2.69,6.0,6539.61,53.2,4
False,102,23241,720,2.62,2.0,1773.32,15.0,1
True,42,42487,557,1.95,18.0,1053.95,10.4,1
True,146,39321,1559,1.55,15.0,2513.69,25.3,2
True,25,43506,1429,2.51,23.0,3780.81,24.4,2
False,0,14837,2172,1.89,15.0,3776.92,41.0,3
False,162,41037,547,1.69,25.0,898.5,9.0,1
False,99,16411,2259,1.99,7.0,4339.37,39.5,3
True,126,27465,547,1.69,12.0,912.68,9.5,1
False,10,19142,2332,2.69,24.0,5996.36,35.9,4
True,61,18321,878,1.95,19.0,1748.79,16.1,1
True,198,44265,2623,2.39,6.0,5932.8,42.9,4
False,70,36779,519,2.27,10.0,1066.21,8.5,1
False,136,35438,262,2.63,21.0,759.89,4.3,1
False,75,40916,1204,2.14,4.0,2349.85,24.0,2
False,82,44102,1204,2.14,7.0,2298.03,23.1,2
True,162,30949,720,2.62,14.0,2152.66,13.2,1
True,0,41176,1311,2.71,20.0,3121.21,21.4,2
False,111,33729,92,1.61,18.0,148.15,1.7,1
True,31,42738,557,1.95,11.0,1061.29,10.4,1
True,126,18413,2269,2.74,5.0,5496.5,35.3,3
False,227,32922,519,2.27,20.0,1203.19,8.5,1
False,231,22570,1576,2.54,15.0,3984.93,28.3,2
False,0,32825,1216,2.75,23.0,3727.08,25.3,2
True,122,34635,1311,2.71,17.0,3368.27,23.7,2
False,221,34099,519,2.27,13.0,1003.29,9.5,1
True,37,20036,1749,2.38,11.0,4715.81,28.5,3
True,218,21214,640,2.19,18.0,1197.07,13.2,1
False,232,17748,677,1.7,17.0,1192.97,10.8,1
False,217,23841,2172,1.89,17.0,3492.97,36.7,3
False,61,15060,2627,2.69,25.0,7137.86,45.3,4
True,197,13004,2623,2.47,8.0,6182.2,50.8,4
True,67,29761,1130,1.81,4.0,1892.96,19.2,1
False,0,28631,762,2.62,5.0,2083.53,13.5,1
True,215,21582,878,1.95,4.0,1817.89,15.2,1
False,97,38264,597,2.33,21.0,1362.03,11.7,1
False,218,28939,697,2.08,5.0,1440.77,11.7,1
True,215,28407,1559,1.55,15.0,2375.9,25.0,2
False,100,21584,1216,2.75,5.0,3355.96,23.0,2
False,1,44067,2729,2.5,20.0,5930.31,47.2,4
False,18,10983,2623,2.39,20.0,7109.54,51.9,4
False,0,23702,1229,1.69,8.0,2126.6,22.8,2
True,185,15816,2003,2.55,10.0,5818.35,33.8,3
False,0,43078,1276,2.33,5.0,3287.79,26.3,2
True,157,31533,1429,2.51,11.0,3824.35,25.2,2
False,16,40208,2017,1.84,3.0,4244.32,37.8,3
True,163,29675,2332,2.12,8.0,5525.64,38.7,4
True,0,31964,673,1.7,25.0,1185.88,12.4,1
False,83,28071,2561,1.52,11.0,4175.87,45.5,4
True,102,30374,804,1.63,2.0,1239.11,16.9,1
False,43,23245,92,2.79,15.0,261.22,1.8,1
False,180,24371,2389,2.71,13.0,5554.0,36.3,4
False,0,14539,2017,1.84,4.0,4039.0,35.5,3
False,0,38440,2269,2.74,19.0,5808.45,41.9,3
False,180,40001,1175,2.48,11.0,3021.65,20.0,2
True,0,39484,1130,1.81,9.0,1943.23,18.2,1
False,65,28103,677,1.7,24.0,1257.59,14.4,1
False,143,12765,1276,2.33,4.0,2548.1,24.9,2
False,140,24445,1276,2.33,21.0,3237.07,23.2,2
False,0,20033,673,1.7,21.0,1104.31,12.1,1
False,164,31874,1718,2.47,3.0,3692.54,33.9,2
False,108,28683,1229,1.69,23.0,2241.74,19.1,2
False,178,12797,262,2.63,19.0,703.42,5.3,1
False,0,33961,677,1.7,6.0,989.59,12.5,1
False,174,30627,2017,1.84,23.0,3658.03,33.5,3
False,18,24922,712,1.94,2.0,1556.94,11.9,1
False,125,39212,557,1.95,23.0,934.08,9.0,1
True,115,30219,2623,2.39,15.0,6928.11,48.2,4
False,184,14494,1840,1.85,15.0,3399.31,35.7,3
True,4,31601,1204,2.14,2.0,2505.49,21.5,2
False,179,29205,2623,2.39,2.0,5711.88,43.9,4
False,22,37276,804,1.63,20.0,1192.38,15.2,1
False,78,25965,1559,1.55,4.0,2552.97,25.5,2
False,221,15809,1130,1.81,2.0,2241.04,23.6,1
True,224,24390,777,2.35,21.0,1829.72,13.8,1
True,112,25301,1718,2.47,25.0,3706.91,27.3,2
False,0,28887,597,2.33,16.0,1467.9,10.2,1
False,63,44502,1229,1.69,15.0,1966.01,21.4,2
False,84,18639,1559,1.55,23.0,2403.88,28.9,2
False,178,19588,2623,2.39,21.0,6588.57,51.1,4
False,206,40283,921,2.45,2.0,2466.65,17.0,1
False,31,11466,1840,1.85,11.0,3082.99,34.8,3
True,138,24865,720,2.62,15.0,1951.76,11.8,1
True,144,15429,777,2.35,12.0,1630.85,12.9,1
False,217,20687,3141,1.65,11.0,4850.52,55.2,5
True,214,19055,2623,2.47,20.0,7163.7,45.6,4
True,82,19798,2259,1.99,23.0,4850.44,45.0,3
True,55,21213,1204,2.14,4.0,2569.7,23.5,2
False,182,21102,2561,1.52,15.0,4179.95,47.4,4
False,128,43102,1271,2.33,21.0,3271.39,26.2,2
False,49,42472,1311,2.71,20.0,4057.36,20.9,2
True,59,32458,2623,2.39,18.0,6955.27,48.5,4
False,147,30749,777,2.35,19.0,1989.58,14.4,1
False,224,30797,2003,2.55,6.0,5146.0,33.2,3
True,159,13334,1559,1.55,11.0,2389.62,29.9,2
True,27,19954,675,2.13,22.0,1419.06,12.2,1
True,118,42539,1175,2.48,13.0,2728.96,19.7,2
False,59,37555,597,2.33,15.0,1250.02,9.8,1
False,115,23353,921,2.45,20.0,1923.42,17.7,1
True,0,31234,1559,1.55,12.0,2429.41,25.4,2
False,225,10126,2623,2.39,7.0,5383.48,49.6,4
False,129,10165,2389,2.71,20.0,7367.44,38.9,4
False,191,21359,640,2.19,17.0,1470.47,10.8,1
True,62,34393,1216,2.75,14.0,3801.0,24.3,2
False,139,13396,2017,1.84,7.0,3871.08,40.5,3
False,190,27817,92,1.61,25.0,147.01,1.5,1
False,0,17522,762,2.62,3.0,2011.23,14.8,1
False,174,35841,2147,2.48,19.0,4734.48,36.1,3
True,226,44704,2017,1.84,5.0,3763.08,31.7,3
True,104,30835,2172,1.77,18.0,4217.55,42.2,3
False,153,30593,921,2.45,5.0,1920.42,16.8,1
False,53,15698,2017,1.84,15.0,3340.02,35.1,3
False,210,29972,1229,1.69,18.0,1864.46,23.2,2
True,158,11042,720,2.62,12.0,1948.56,12.1,1
True,51,28438,1175,2.48,16.0,3021.0,19.4,2
False,36,30194,1175,2.48,9.0,3293.52,21.8,2
False,0,29223,1175,2.48,12.0,3138.43,19.5,2
False,236,22642,878,1.95,18.0,1589.99,14.5,1
False,54,27068,675,2.13,14.0,1410.83,11.7,1
True,174,43561,1749,2.41,11.0,4085.1,37.3,3
False,87,18672,2269,2.74,14.0,6840.37,43.5,3
True,176,32507,519,2.27,3.0,1090.12,9.4,1
False,3,14647,1429,2.51,3.0,3404.23,25.0,2
False,96,16678,1429,2.51,21.0,3566.27,29.1,2
False,221,44624,2017,1.84,5.0,3347.81,31.5,3
True,100,36857,597,2.33,10.0,1472.89,12.2,1
True,0,23588,1175,2.48,17.0,3125.5,20.7,2
True,0,31322,878,1.95,4.0,1509.82,16.0,1
False,128,42051,670,2.07,15.0,1330.23,10.7,1
True,228,34856,2003,2.55,18.0,4464.18,38.6,3
False,128,16780,673,1.7,23.0,1010.21,12.9,1
False,39,24875,2259,1.99,13.0,4167.45,40.4,3
False,6,34237,2172,1.77,3.0,4383.63,39.6,3
True,145,43915,1271,2.02,5.0,2259.45,22.0,2
False,194,41645,921,2.45,6.0,2506.85,15.5,1
False,47,40816,675,2.13,18.0,1494.49,11.8,1
False,8,42730,1271,2.33,19.0,3186.92,23.5,2
False,234,28824,1311,2.71,11.0,3273.13,20.7,2
True,182,17613,675,2.13,9.0,1327.77,11.6,1
True,237,37271,2623,2.39,21.0,6230.12,44.3,4
False,39,17285,597,2.33,10.0,1520.69,10.2,1
False,206,23798,557,1.95,11.0,1069.87,10.4,1
False,82,22452,1429,2.51,7.0,3482.25,23.1,2
True,236,31750,476,2.06,20.0,873.13,9.3,1
False,70,41309,1429,2.51,23.0,3966.54,27.2,2
True,169,22083,921,2.45,21.0,2075.13,15.7,1
True,69,40148,2259,1.99,13.0,4206.32,36.3,3
True,194,32324,2108,2.45,4.0,5092.8,37.2,3
False,0,23263,921,2.45,16.0,2377.83,16.0,1
False,210,15440,557,1.95,23.0,1024.41,10.7,1
True,100,40245,2003,2.55,15.0,5037.92,34.7,3
True,0,15540,1044,2.08,11.0,2277.31,19.0,1
True,0,42652,697,2.08,13.0,1533.52,13.0,1
True,147,40434,167,2.42,19.0,382.43,3.4,1
True,162,28867,2172,1.89,20.0,4581.54,36.3,3
False,79,12949,2259,1.99,22.0,4917.2,43.3,3
True,199,11067,2147,2.48,7.0,4650.33,43.4,3
False,19,23169,2332,2.69,2.0,6013.98,43.1,4
True,164,17458,2147,2.48,8.0,5120.35,37.0,3
False,85,32079,1175,2.48,9.0,2793.38,20.5,2
True,213,25082,2389,2.71,4.0,7309.66,41.0,4
False,135,30596,519,2.27,15.0,1183.59,9.1,1
True,45,32326,1557,2.01,23.0,2995.86,26.0,2
True,28,30047,262,2.63,14.0,778.45,4.7,1
False,202,32910,2623,2.47,25.0,6181.3,50.7,4
False,133,19204,1044,2.08,5.0,1979.62,21.1,1
False,0,36361,878,1.95,21.0,1501.33,16.8,1
True,229,25031,670,2.07,15.0,1262.52,13.1,1
False,139,17087,2561,1.52,25.0,3380.79,45.9,4
False,50,23506,677,1.7,18.0,1177.79,10.5,1
False,212,32438,697,2.08,15.0,1420.24,12.5,1
True,7,41182,1311,2.71,9.0,4050.17,21.1,2
True,0,32774,2259,1.99,4.0,5137.45,35.4,3
False,195,12957,670,2.07,9.0,1434.57,11.3,1
False,86,21557,1311,2.71,10.0,3130.25,21.5,2
False,200,40685,677,1.7,21.0,1259.86,10.4,1
False,186,12800,720,2.62,4.0,1734.01,14.7,1
False,215,29526,1559,1.55,15.0,2672.24,26.6,2
False,209,40814,2332,2.12,6.0,5185.86,38.1,4
False,227,36376,675,2.13,6.0,1532.03,13.3,1
False,179,13750,92,1.61,25.0,158.24,1.7,1
False,72,38135,2259,1.99,25.0,4852.06,47.2,3
True,47,38242,2017,1.84,5.0,4148.7,35.2,3
False,210,11730,2729,2.5,23.0,6648.71,48.4,4
False,52,29186,167,2.42,7.0,429.64,2.8,1
False,54,34454,2017,1.84,25.0,4004.73,33.8,3
True,0,43495,720,2.62,23.0,1915.01,14.0,1
True,79,20736,878,1.95,17.0,1644.0,16.8,1
True,34,29547,2269,2.74,25.0,6962.56,36.0,3
False,98,29381,804,1.63,19.0,1325.61,12.8,1
True,141,20858,2269,2.74,4.0,6955.51,44.5,3
True,109,40073,2003,2.55,18.0,5020.49,39.6,3
True,218,39150,2332,2.69,17.0,6128.87,42.8,4
True,61,28652,2389,2.71,14.0,6527.12,45.8,4
False,0,24803,1276,2.33,24.0,3104.45,24.8,2
False,180,16792,804,1.63,15.0,1414.24,15.8,1
True,228,23526,2332,2.12,12.0,4724.64,45.0,4
True,0,27479,878,1.95,14.0,1634.75,13.4,1
False,49,34368,712,1.94,21.0,1353.53,11.8,1
False,228,36861,2623,2.39,16.0,5445.15,50.5,4
True,127,33412,670,2.07,8.0,1318.44,13.1,1
False,209,22535,2729,2.5,11.0,7597.45,47.0,4
True,0,14620,673,1.7,15.0,1171.06,13.3,1
False,130,31063,677,1.7,25.0,978.68,13.9,1
True,196,15964,1271,2.33,19.0,2912.73,25.0,2
False,227,39840,1130,1.81,11.0,2231.39,20.0,1
True,48,15706,2729,2.5,21.0,7081.23,50.0,4
False,208,36063,1130,1.81,23.0,2161.87,22.2,1
False,17,29257,2627,2.69,19.0,6148.34,46.0,4
True,109,27305,804,1.63,13.0,1240.15,13.2,1
False,0,23455,878,1.95,11.0,1835.77,16.5,1
True,30,30673,1984,1.72,7.0,3706.37,38.1,3
False,75,38693,2561,1.52,10.0,3738.25,41.6,4
True,0,41313,2623,2.39,13.0,5997.32,49.1,4
True,76,39979,2332,2.69,20.0,6069.74,35.9,4
False,145,20323,640,2.19,21.0,1466.42,12.2,1
False,179,17391,547,1.69,9.0,1057.11,10.5,1
False,178,26992,1229,1.69,11.0,1921.53,25.0,2
True,127,36877,547,1.69,3.0,856.5,9.1,1
False,70,21268,878,1.95,21.0,1902.39,14.8,1
True,201,27758,547,1.69,24.0,799.95,8.7,1
False,186,14679,1557,2.01,3.0,3416.58,27.0,2
True,191,40868,1718,2.47,13.0,4501.96,31.1,2
False,37,27959,762,2.62,2.0,1718.37,12.5,1
